-17.516,-12.506,-12.506,-17.516,-12.506,-17.516
-19.445,-13.879,-13.879,-19.445,-13.879,-19.445
-21.857,-15.623,-15.623,-21.857,-15.623,-21.857
-25.012,-17.85,-17.85,-25.012,-17.85,-25.012
-29.168,-20.818,-20.818,-29.168,-20.818,-29.168
-34.994,-25.012,-25.012,-34.994,-25.012,-34.994
-43.752,-31.246,-31.246,-43.752,-31.246,-43.752
-58.336,-41.674,-41.674,-58.336,-41.674,-58.336
-87.504,-62.492,-62.492,-87.504,-62.492,-87.504
-175.01,-124.98,-124.98,-175.01,-124.98,-175.01
-17.516,-12.506,-12.506,-14.51,-9.5,-14.51
-19.445,-13.879,-13.879,-16.105,-10.539,-16.105
-21.857,-15.623,-15.623,-18.109,-11.875,-18.109
-25.012,-17.85,-17.85,-20.707,-13.582,-20.707
-29.168,-20.818,-20.818,-24.158,-15.846,-24.158
-34.994,-25.012,-25.012,-28.982,-19,-28.982
-43.752,-31.246,-31.246,-36.256,-23.75,-36.256
-58.336,-41.674,-41.674,-48.316,-31.654,-48.316
-87.504,-62.492,-62.492,-72.512,-47.5,-72.512
-175.01,-124.98,-124.98,-144.99,-95,-144.99
-17.516,-12.506,-12.506,-11.504,-6.4941,-11.504
-19.445,-13.879,-13.879,-12.766,-7.2363,-12.766
-21.857,-15.623,-15.623,-14.361,-8.127,-14.361
-25.012,-17.85,-17.85,-16.439,-9.2773,-16.439
-29.168,-20.818,-20.818,-19.148,-10.836,-19.148
-34.994,-25.012,-25.012,-23.008,-12.988,-23.008
-43.752,-31.246,-31.246,-28.76,-16.254,-28.76
-58.336,-41.674,-41.674,-38.334,-21.672,-38.334
-87.504,-62.492,-62.492,-57.482,-32.508,-57.482
-175.01,-124.98,-124.98,-115,-65.016,-115
-17.516,-12.506,-12.506,-8.498,-3.4883,-8.498
-19.445,-13.879,-13.879,-9.4629,-3.8965,-9.4629
-21.857,-15.623,-15.623,-10.613,-4.3789,-10.613
-25.012,-17.85,-17.85,-12.135,-5.0098,-12.135
-29.168,-20.818,-20.818,-14.176,-5.8262,-14.176
-34.994,-25.012,-25.012,-16.996,-7.0137,-16.996
-43.752,-31.246,-31.246,-21.264,-8.7578,-21.264
-58.336,-41.674,-41.674,-28.352,-11.652,-28.352
-87.504,-62.492,-62.492,-42.49,-17.516,-42.49
-175.01,-124.98,-124.98,-85.018,-34.994,-85.018
-17.516,-12.506,-12.506,-5.4922,-0.48242,-5.4922
-19.445,-13.879,-13.879,-6.123,-0.55664,-6.123
-21.857,-15.623,-15.623,-6.8652,-0.63086,-6.8652
-25.012,-17.85,-17.85,-7.8672,-0.70508,-7.8672
-29.168,-20.818,-20.818,-9.166,-0.81641,-9.166
-34.994,-25.012,-25.012,-10.984,-1.002,-10.984
-43.752,-31.246,-31.246,-13.768,-1.2617,-13.768
-58.336,-41.674,-41.674,-18.332,-1.6699,-18.332
-87.504,-62.492,-62.492,-27.498,-2.4863,-27.498
-175.01,-124.98,-124.98,-54.996,-5.0098,-54.996
-17.516,-12.506,-12.506,-2.4863,2.4863,-2.4863
-19.445,-13.879,-13.879,-2.7832,2.7832,-2.7832
-21.857,-15.623,-15.623,-3.1172,3.1172,-3.1172
-25.012,-17.85,-17.85,-3.5625,3.5625,-3.5625
-29.168,-20.818,-20.818,-4.1563,4.1563,-4.1563
-34.994,-25.012,-25.012,-5.0098,5.0098,-5.0098
-43.752,-31.246,-31.246,-6.2344,6.2344,-6.2344
-58.336,-41.674,-41.674,-8.3496,8.3496,-8.3496
-87.504,-62.492,-62.492,-12.506,12.506,-12.506
-175.01,-124.98,-124.98,-25.012,25.012,-25.012
-17.516,-12.506,-12.506,0.48242,5.4922,0.48242
-19.445,-13.879,-13.879,0.55664,6.123,0.55664
-21.857,-15.623,-15.623,0.63086,6.8652,0.63086
-25.012,-17.85,-17.85,0.70508,7.8672,0.70508
-29.168,-20.818,-20.818,0.81641,9.166,0.81641
-34.994,-25.012,-25.012,1.002,10.984,1.002
-43.752,-31.246,-31.246,1.2617,13.768,1.2617
-58.336,-41.674,-41.674,1.6699,18.332,1.6699
-87.504,-62.492,-62.492,2.4863,27.498,2.4863
-175.01,-124.98,-124.98,5.0098,54.996,5.0098
-17.516,-12.506,-12.506,3.4883,8.498,3.4883
-19.445,-13.879,-13.879,3.8965,9.4629,3.8965
-21.857,-15.623,-15.623,4.3789,10.613,4.3789
-25.012,-17.85,-17.85,5.0098,12.135,5.0098
-29.168,-20.818,-20.818,5.8262,14.176,5.8262
-34.994,-25.012,-25.012,7.0137,16.996,7.0137
-43.752,-31.246,-31.246,8.7578,21.264,8.7578
-58.336,-41.674,-41.674,11.652,28.352,11.652
-87.504,-62.492,-62.492,17.516,42.49,17.516
-175.01,-124.98,-124.98,34.994,85.018,34.994
-17.516,-12.506,-12.506,6.4941,11.504,6.4941
-19.445,-13.879,-13.879,7.2363,12.766,7.2363
-21.857,-15.623,-15.623,8.127,14.361,8.127
-25.012,-17.85,-17.85,9.2773,16.439,9.2773
-29.168,-20.818,-20.818,10.836,19.148,10.836
-34.994,-25.012,-25.012,12.988,23.008,12.988
-43.752,-31.246,-31.246,16.254,28.76,16.254
-58.336,-41.674,-41.674,21.672,38.334,21.672
-87.504,-62.492,-62.492,32.508,57.482,32.508
-175.01,-124.98,-124.98,65.016,115,65.016
-17.516,-12.506,-12.506,9.5,14.51,9.5
-19.445,-13.879,-13.879,10.539,16.105,10.539
-21.857,-15.623,-15.623,11.875,18.109,11.875
-25.012,-17.85,-17.85,13.582,20.707,13.582
-29.168,-20.818,-20.818,15.846,24.158,15.846
-34.994,-25.012,-25.012,19,28.982,19
-43.752,-31.246,-31.246,23.75,36.256,23.75
-58.336,-41.674,-41.674,31.654,48.316,31.654
-87.504,-62.492,-62.492,47.5,72.512,47.5
-175.01,-124.98,-124.98,95,144.99,95
-17.516,-12.506,-12.506,12.506,17.516,12.506
-19.445,-13.879,-13.879,13.879,19.445,13.879
-21.857,-15.623,-15.623,15.623,21.857,15.623
-25.012,-17.85,-17.85,17.85,25.012,17.85
-29.168,-20.818,-20.818,20.818,29.168,20.818
-34.994,-25.012,-25.012,25.012,34.994,25.012
-43.752,-31.246,-31.246,31.246,43.752,31.246
-58.336,-41.674,-41.674,41.674,58.336,41.674
-87.504,-62.492,-62.492,62.492,87.504,62.492
-175.01,-124.98,-124.98,124.98,175.01,124.98
-14.51,-9.5,-9.5,-17.516,-12.506,-17.516
-16.105,-10.539,-10.539,-19.445,-13.879,-19.445
-18.109,-11.875,-11.875,-21.857,-15.623,-21.857
-20.707,-13.582,-13.582,-25.012,-17.85,-25.012
-24.158,-15.846,-15.846,-29.168,-20.818,-29.168
-28.982,-19,-19,-34.994,-25.012,-34.994
-36.256,-23.75,-23.75,-43.752,-31.246,-43.752
-48.316,-31.654,-31.654,-58.336,-41.674,-58.336
-72.512,-47.5,-47.5,-87.504,-62.492,-87.504
-144.99,-95,-95,-175.01,-124.98,-175.01
-14.51,-9.5,-9.5,-14.51,-9.5,-14.51
-16.105,-10.539,-10.539,-16.105,-10.539,-16.105
-18.109,-11.875,-11.875,-18.109,-11.875,-18.109
-20.707,-13.582,-13.582,-20.707,-13.582,-20.707
-24.158,-15.846,-15.846,-24.158,-15.846,-24.158
-28.982,-19,-19,-28.982,-19,-28.982
-36.256,-23.75,-23.75,-36.256,-23.75,-36.256
-48.316,-31.654,-31.654,-48.316,-31.654,-48.316
-72.512,-47.5,-47.5,-72.512,-47.5,-72.512
-144.99,-95,-95,-144.99,-95,-144.99
-14.51,-9.5,-9.5,-11.504,-6.4941,-11.504
-16.105,-10.539,-10.539,-12.766,-7.2363,-12.766
-18.109,-11.875,-11.875,-14.361,-8.127,-14.361
-20.707,-13.582,-13.582,-16.439,-9.2773,-16.439
-24.158,-15.846,-15.846,-19.148,-10.836,-19.148
-28.982,-19,-19,-23.008,-12.988,-23.008
-36.256,-23.75,-23.75,-28.76,-16.254,-28.76
-48.316,-31.654,-31.654,-38.334,-21.672,-38.334
-72.512,-47.5,-47.5,-57.482,-32.508,-57.482
-144.99,-95,-95,-115,-65.016,-115
-14.51,-9.5,-9.5,-8.498,-3.4883,-8.498
-16.105,-10.539,-10.539,-9.4629,-3.8965,-9.4629
-18.109,-11.875,-11.875,-10.613,-4.3789,-10.613
-20.707,-13.582,-13.582,-12.135,-5.0098,-12.135
-24.158,-15.846,-15.846,-14.176,-5.8262,-14.176
-28.982,-19,-19,-16.996,-7.0137,-16.996
-36.256,-23.75,-23.75,-21.264,-8.7578,-21.264
-48.316,-31.654,-31.654,-28.352,-11.652,-28.352
-72.512,-47.5,-47.5,-42.49,-17.516,-42.49
-144.99,-95,-95,-85.018,-34.994,-85.018
-14.51,-9.5,-9.5,-5.4922,-0.48242,-5.4922
-16.105,-10.539,-10.539,-6.123,-0.55664,-6.123
-18.109,-11.875,-11.875,-6.8652,-0.63086,-6.8652
-20.707,-13.582,-13.582,-7.8672,-0.70508,-7.8672
-24.158,-15.846,-15.846,-9.166,-0.81641,-9.166
-28.982,-19,-19,-10.984,-1.002,-10.984
-36.256,-23.75,-23.75,-13.768,-1.2617,-13.768
-48.316,-31.654,-31.654,-18.332,-1.6699,-18.332
-72.512,-47.5,-47.5,-27.498,-2.4863,-27.498
-144.99,-95,-95,-54.996,-5.0098,-54.996
-14.51,-9.5,-9.5,-2.4863,2.4863,-2.4863
-16.105,-10.539,-10.539,-2.7832,2.7832,-2.7832
-18.109,-11.875,-11.875,-3.1172,3.1172,-3.1172
-20.707,-13.582,-13.582,-3.5625,3.5625,-3.5625
-24.158,-15.846,-15.846,-4.1563,4.1563,-4.1563
-28.982,-19,-19,-5.0098,5.0098,-5.0098
-36.256,-23.75,-23.75,-6.2344,6.2344,-6.2344
-48.316,-31.654,-31.654,-8.3496,8.3496,-8.3496
-72.512,-47.5,-47.5,-12.506,12.506,-12.506
-144.99,-95,-95,-25.012,25.012,-25.012
-14.51,-9.5,-9.5,0.48242,5.4922,0.48242
-16.105,-10.539,-10.539,0.55664,6.123,0.55664
-18.109,-11.875,-11.875,0.63086,6.8652,0.63086
-20.707,-13.582,-13.582,0.70508,7.8672,0.70508
-24.158,-15.846,-15.846,0.81641,9.166,0.81641
-28.982,-19,-19,1.002,10.984,1.002
-36.256,-23.75,-23.75,1.2617,13.768,1.2617
-48.316,-31.654,-31.654,1.6699,18.332,1.6699
-72.512,-47.5,-47.5,2.4863,27.498,2.4863
-144.99,-95,-95,5.0098,54.996,5.0098
-14.51,-9.5,-9.5,3.4883,8.498,3.4883
-16.105,-10.539,-10.539,3.8965,9.4629,3.8965
-18.109,-11.875,-11.875,4.3789,10.613,4.3789
-20.707,-13.582,-13.582,5.0098,12.135,5.0098
-24.158,-15.846,-15.846,5.8262,14.176,5.8262
-28.982,-19,-19,7.0137,16.996,7.0137
-36.256,-23.75,-23.75,8.7578,21.264,8.7578
-48.316,-31.654,-31.654,11.652,28.352,11.652
-72.512,-47.5,-47.5,17.516,42.49,17.516
-144.99,-95,-95,34.994,85.018,34.994
-14.51,-9.5,-9.5,6.4941,11.504,6.4941
-16.105,-10.539,-10.539,7.2363,12.766,7.2363
-18.109,-11.875,-11.875,8.127,14.361,8.127
-20.707,-13.582,-13.582,9.2773,16.439,9.2773
-24.158,-15.846,-15.846,10.836,19.148,10.836
-28.982,-19,-19,12.988,23.008,12.988
-36.256,-23.75,-23.75,16.254,28.76,16.254
-48.316,-31.654,-31.654,21.672,38.334,21.672
-72.512,-47.5,-47.5,32.508,57.482,32.508
-144.99,-95,-95,65.016,115,65.016
-14.51,-9.5,-9.5,9.5,14.51,9.5
-16.105,-10.539,-10.539,10.539,16.105,10.539
-18.109,-11.875,-11.875,11.875,18.109,11.875
-20.707,-13.582,-13.582,13.582,20.707,13.582
-24.158,-15.846,-15.846,15.846,24.158,15.846
-28.982,-19,-19,19,28.982,19
-36.256,-23.75,-23.75,23.75,36.256,23.75
-48.316,-31.654,-31.654,31.654,48.316,31.654
-72.512,-47.5,-47.5,47.5,72.512,47.5
-144.99,-95,-95,95,144.99,95
-14.51,-9.5,-9.5,12.506,17.516,12.506
-16.105,-10.539,-10.539,13.879,19.445,13.879
-18.109,-11.875,-11.875,15.623,21.857,15.623
-20.707,-13.582,-13.582,17.85,25.012,17.85
-24.158,-15.846,-15.846,20.818,29.168,20.818
-28.982,-19,-19,25.012,34.994,25.012
-36.256,-23.75,-23.75,31.246,43.752,31.246
-48.316,-31.654,-31.654,41.674,58.336,41.674
-72.512,-47.5,-47.5,62.492,87.504,62.492
-144.99,-95,-95,124.98,175.01,124.98
-11.504,-6.4941,-6.4941,-17.516,-12.506,-17.516
-12.766,-7.2363,-7.2363,-19.445,-13.879,-19.445
-14.361,-8.127,-8.127,-21.857,-15.623,-21.857
-16.439,-9.2773,-9.2773,-25.012,-17.85,-25.012
-19.148,-10.836,-10.836,-29.168,-20.818,-29.168
-23.008,-12.988,-12.988,-34.994,-25.012,-34.994
-28.76,-16.254,-16.254,-43.752,-31.246,-43.752
-38.334,-21.672,-21.672,-58.336,-41.674,-58.336
-57.482,-32.508,-32.508,-87.504,-62.492,-87.504
-115,-65.016,-65.016,-175.01,-124.98,-175.01
-11.504,-6.4941,-6.4941,-14.51,-9.5,-14.51
-12.766,-7.2363,-7.2363,-16.105,-10.539,-16.105
-14.361,-8.127,-8.127,-18.109,-11.875,-18.109
-16.439,-9.2773,-9.2773,-20.707,-13.582,-20.707
-19.148,-10.836,-10.836,-24.158,-15.846,-24.158
-23.008,-12.988,-12.988,-28.982,-19,-28.982
-28.76,-16.254,-16.254,-36.256,-23.75,-36.256
-38.334,-21.672,-21.672,-48.316,-31.654,-48.316
-57.482,-32.508,-32.508,-72.512,-47.5,-72.512
-115,-65.016,-65.016,-144.99,-95,-144.99
-11.504,-6.4941,-6.4941,-11.504,-6.4941,-11.504
-12.766,-7.2363,-7.2363,-12.766,-7.2363,-12.766
-14.361,-8.127,-8.127,-14.361,-8.127,-14.361
-16.439,-9.2773,-9.2773,-16.439,-9.2773,-16.439
-19.148,-10.836,-10.836,-19.148,-10.836,-19.148
-23.008,-12.988,-12.988,-23.008,-12.988,-23.008
-28.76,-16.254,-16.254,-28.76,-16.254,-28.76
-38.334,-21.672,-21.672,-38.334,-21.672,-38.334
-57.482,-32.508,-32.508,-57.482,-32.508,-57.482
-115,-65.016,-65.016,-115,-65.016,-115
-11.504,-6.4941,-6.4941,-8.498,-3.4883,-8.498
-12.766,-7.2363,-7.2363,-9.4629,-3.8965,-9.4629
-14.361,-8.127,-8.127,-10.613,-4.3789,-10.613
-16.439,-9.2773,-9.2773,-12.135,-5.0098,-12.135
-19.148,-10.836,-10.836,-14.176,-5.8262,-14.176
-23.008,-12.988,-12.988,-16.996,-7.0137,-16.996
-28.76,-16.254,-16.254,-21.264,-8.7578,-21.264
-38.334,-21.672,-21.672,-28.352,-11.652,-28.352
-57.482,-32.508,-32.508,-42.49,-17.516,-42.49
-115,-65.016,-65.016,-85.018,-34.994,-85.018
-11.504,-6.4941,-6.4941,-5.4922,-0.48242,-5.4922
-12.766,-7.2363,-7.2363,-6.123,-0.55664,-6.123
-14.361,-8.127,-8.127,-6.8652,-0.63086,-6.8652
-16.439,-9.2773,-9.2773,-7.8672,-0.70508,-7.8672
-19.148,-10.836,-10.836,-9.166,-0.81641,-9.166
-23.008,-12.988,-12.988,-10.984,-1.002,-10.984
-28.76,-16.254,-16.254,-13.768,-1.2617,-13.768
-38.334,-21.672,-21.672,-18.332,-1.6699,-18.332
-57.482,-32.508,-32.508,-27.498,-2.4863,-27.498
-115,-65.016,-65.016,-54.996,-5.0098,-54.996
-11.504,-6.4941,-6.4941,-2.4863,2.4863,-2.4863
-12.766,-7.2363,-7.2363,-2.7832,2.7832,-2.7832
-14.361,-8.127,-8.127,-3.1172,3.1172,-3.1172
-16.439,-9.2773,-9.2773,-3.5625,3.5625,-3.5625
-19.148,-10.836,-10.836,-4.1563,4.1563,-4.1563
-23.008,-12.988,-12.988,-5.0098,5.0098,-5.0098
-28.76,-16.254,-16.254,-6.2344,6.2344,-6.2344
-38.334,-21.672,-21.672,-8.3496,8.3496,-8.3496
-57.482,-32.508,-32.508,-12.506,12.506,-12.506
-115,-65.016,-65.016,-25.012,25.012,-25.012
-11.504,-6.4941,-6.4941,0.48242,5.4922,0.48242
-12.766,-7.2363,-7.2363,0.55664,6.123,0.55664
-14.361,-8.127,-8.127,0.63086,6.8652,0.63086
-16.439,-9.2773,-9.2773,0.70508,7.8672,0.70508
-19.148,-10.836,-10.836,0.81641,9.166,0.81641
-23.008,-12.988,-12.988,1.002,10.984,1.002
-28.76,-16.254,-16.254,1.2617,13.768,1.2617
-38.334,-21.672,-21.672,1.6699,18.332,1.6699
-57.482,-32.508,-32.508,2.4863,27.498,2.4863
-115,-65.016,-65.016,5.0098,54.996,5.0098
-11.504,-6.4941,-6.4941,3.4883,8.498,3.4883
-12.766,-7.2363,-7.2363,3.8965,9.4629,3.8965
-14.361,-8.127,-8.127,4.3789,10.613,4.3789
-16.439,-9.2773,-9.2773,5.0098,12.135,5.0098
-19.148,-10.836,-10.836,5.8262,14.176,5.8262
-23.008,-12.988,-12.988,7.0137,16.996,7.0137
-28.76,-16.254,-16.254,8.7578,21.264,8.7578
-38.334,-21.672,-21.672,11.652,28.352,11.652
-57.482,-32.508,-32.508,17.516,42.49,17.516
-115,-65.016,-65.016,34.994,85.018,34.994
-11.504,-6.4941,-6.4941,6.4941,11.504,6.4941
-12.766,-7.2363,-7.2363,7.2363,12.766,7.2363
-14.361,-8.127,-8.127,8.127,14.361,8.127
-16.439,-9.2773,-9.2773,9.2773,16.439,9.2773
-19.148,-10.836,-10.836,10.836,19.148,10.836
-23.008,-12.988,-12.988,12.988,23.008,12.988
-28.76,-16.254,-16.254,16.254,28.76,16.254
-38.334,-21.672,-21.672,21.672,38.334,21.672
-57.482,-32.508,-32.508,32.508,57.482,32.508
-115,-65.016,-65.016,65.016,115,65.016
-11.504,-6.4941,-6.4941,9.5,14.51,9.5
-12.766,-7.2363,-7.2363,10.539,16.105,10.539
-14.361,-8.127,-8.127,11.875,18.109,11.875
-16.439,-9.2773,-9.2773,13.582,20.707,13.582
-19.148,-10.836,-10.836,15.846,24.158,15.846
-23.008,-12.988,-12.988,19,28.982,19
-28.76,-16.254,-16.254,23.75,36.256,23.75
-38.334,-21.672,-21.672,31.654,48.316,31.654
-57.482,-32.508,-32.508,47.5,72.512,47.5
-115,-65.016,-65.016,95,144.99,95
-11.504,-6.4941,-6.4941,12.506,17.516,12.506
-12.766,-7.2363,-7.2363,13.879,19.445,13.879
-14.361,-8.127,-8.127,15.623,21.857,15.623
-16.439,-9.2773,-9.2773,17.85,25.012,17.85
-19.148,-10.836,-10.836,20.818,29.168,20.818
-23.008,-12.988,-12.988,25.012,34.994,25.012
-28.76,-16.254,-16.254,31.246,43.752,31.246
-38.334,-21.672,-21.672,41.674,58.336,41.674
-57.482,-32.508,-32.508,62.492,87.504,62.492
-115,-65.016,-65.016,124.98,175.01,124.98
-8.498,-3.4883,-3.4883,-17.516,-12.506,-17.516
-9.4629,-3.8965,-3.8965,-19.445,-13.879,-19.445
-10.613,-4.3789,-4.3789,-21.857,-15.623,-21.857
-12.135,-5.0098,-5.0098,-25.012,-17.85,-25.012
-14.176,-5.8262,-5.8262,-29.168,-20.818,-29.168
-16.996,-7.0137,-7.0137,-34.994,-25.012,-34.994
-21.264,-8.7578,-8.7578,-43.752,-31.246,-43.752
-28.352,-11.652,-11.652,-58.336,-41.674,-58.336
-42.49,-17.516,-17.516,-87.504,-62.492,-87.504
-85.018,-34.994,-34.994,-175.01,-124.98,-175.01
-8.498,-3.4883,-3.4883,-14.51,-9.5,-14.51
-9.4629,-3.8965,-3.8965,-16.105,-10.539,-16.105
-10.613,-4.3789,-4.3789,-18.109,-11.875,-18.109
-12.135,-5.0098,-5.0098,-20.707,-13.582,-20.707
-14.176,-5.8262,-5.8262,-24.158,-15.846,-24.158
-16.996,-7.0137,-7.0137,-28.982,-19,-28.982
-21.264,-8.7578,-8.7578,-36.256,-23.75,-36.256
-28.352,-11.652,-11.652,-48.316,-31.654,-48.316
-42.49,-17.516,-17.516,-72.512,-47.5,-72.512
-85.018,-34.994,-34.994,-144.99,-95,-144.99
-8.498,-3.4883,-3.4883,-11.504,-6.4941,-11.504
-9.4629,-3.8965,-3.8965,-12.766,-7.2363,-12.766
-10.613,-4.3789,-4.3789,-14.361,-8.127,-14.361
-12.135,-5.0098,-5.0098,-16.439,-9.2773,-16.439
-14.176,-5.8262,-5.8262,-19.148,-10.836,-19.148
-16.996,-7.0137,-7.0137,-23.008,-12.988,-23.008
-21.264,-8.7578,-8.7578,-28.76,-16.254,-28.76
-28.352,-11.652,-11.652,-38.334,-21.672,-38.334
-42.49,-17.516,-17.516,-57.482,-32.508,-57.482
-85.018,-34.994,-34.994,-115,-65.016,-115
-8.498,-3.4883,-3.4883,-8.498,-3.4883,-8.498
-9.4629,-3.8965,-3.8965,-9.4629,-3.8965,-9.4629
-10.613,-4.3789,-4.3789,-10.613,-4.3789,-10.613
-12.135,-5.0098,-5.0098,-12.135,-5.0098,-12.135
-14.176,-5.8262,-5.8262,-14.176,-5.8262,-14.176
-16.996,-7.0137,-7.0137,-16.996,-7.0137,-16.996
-21.264,-8.7578,-8.7578,-21.264,-8.7578,-21.264
-28.352,-11.652,-11.652,-28.352,-11.652,-28.352
-42.49,-17.516,-17.516,-42.49,-17.516,-42.49
-85.018,-34.994,-34.994,-85.018,-34.994,-85.018
-8.498,-3.4883,-3.4883,-5.4922,-0.48242,-5.4922
-9.4629,-3.8965,-3.8965,-6.123,-0.55664,-6.123
-10.613,-4.3789,-4.3789,-6.8652,-0.63086,-6.8652
-12.135,-5.0098,-5.0098,-7.8672,-0.70508,-7.8672
-14.176,-5.8262,-5.8262,-9.166,-0.81641,-9.166
-16.996,-7.0137,-7.0137,-10.984,-1.002,-10.984
-21.264,-8.7578,-8.7578,-13.768,-1.2617,-13.768
-28.352,-11.652,-11.652,-18.332,-1.6699,-18.332
-42.49,-17.516,-17.516,-27.498,-2.4863,-27.498
-85.018,-34.994,-34.994,-54.996,-5.0098,-54.996
-8.498,-3.4883,-3.4883,-2.4863,2.4863,-2.4863
-9.4629,-3.8965,-3.8965,-2.7832,2.7832,-2.7832
-10.613,-4.3789,-4.3789,-3.1172,3.1172,-3.1172
-12.135,-5.0098,-5.0098,-3.5625,3.5625,-3.5625
-14.176,-5.8262,-5.8262,-4.1563,4.1563,-4.1563
-16.996,-7.0137,-7.0137,-5.0098,5.0098,-5.0098
-21.264,-8.7578,-8.7578,-6.2344,6.2344,-6.2344
-28.352,-11.652,-11.652,-8.3496,8.3496,-8.3496
-42.49,-17.516,-17.516,-12.506,12.506,-12.506
-85.018,-34.994,-34.994,-25.012,25.012,-25.012
-8.498,-3.4883,-3.4883,0.48242,5.4922,0.48242
-9.4629,-3.8965,-3.8965,0.55664,6.123,0.55664
